5.702369660139083862e-02,1.908838003873825073e-01,2.350625768303871155e-02,-5.031357705593109131e-02,-7.154917716979980469e-02,3.414896875619888306e-02,5.670744925737380981e-03,-1.390151083469390869e-01,-6.964135169982910156e-02,-1.785765215754508972e-02,5.228836461901664734e-02,-1.432756893336772919e-02,8.116752654314041138e-02,-1.923739761114120483e-01,-1.665919832885265350e-02,-9.547028690576553345e-02,-2.336219400167465210e-01,3.897275775671005249e-02,3.752160444855690002e-02,1.060709133744239807e-01,-6.238126754760742188e-02,-2.199530154466629028e-01,-2.091373875737190247e-02,1.009077802300453186e-01,7.548902183771133423e-02,-6.608302891254425049e-02,-1.238995045423507690e-01,1.230940595269203186e-01,2.140318602323532104e-02,-5.390016734600067139e-02,1.410089284181594849e-01,4.059904813766479492e-02,1.005590856075286865e-01,7.106411457061767578e-02,-1.136190891265869141e-01,1.053434610366821289e-01,1.921729892492294312e-01,-3.110517188906669617e-02,-1.305289193987846375e-02,1.184182018041610718e-01
5.470719188451766968e-02,7.943368703126907349e-02,1.078297272324562073e-01,-2.300273999571800232e-02,-6.639809906482696533e-02,-1.660696044564247131e-02,9.433282166719436646e-02,-5.626011639833450317e-02,-6.543403118848800659e-02,-6.478665396571159363e-03,6.742277741432189941e-02,1.872741989791393280e-02,9.537402540445327759e-02,-8.691211789846420288e-02,2.857313118875026703e-02,-1.237745136022567749e-01,-2.159937173128128052e-01,-3.435198217630386353e-02,-1.630835607647895813e-02,1.222234964370727539e-01,-4.159901663661003113e-02,-2.139949500560760498e-01,-3.182706981897354126e-02,6.557161360979080200e-02,1.398035138845443726e-01,6.839640904217958450e-03,-1.428979188203811646e-01,1.717151701450347900e-01,1.603507436811923981e-02,3.584889322519302368e-02,1.794040948152542114e-01,1.180082857608795166e-01,6.486015021800994873e-02,-1.038006506860256195e-02,-1.109567210078239441e-01,3.055616281926631927e-02,1.785900145769119263e-01,-7.821533828973770142e-02,-4.230227321386337280e-03,1.235819905996322632e-01
8.932207524776458740e-02,6.139594689011573792e-02,-1.058553904294967651e-02,-9.527355432510375977e-02,-1.108722295612096786e-02,6.739006191492080688e-02,8.261638134717941284e-02,-1.492093503475189209e-01,-1.115639954805374146e-01,1.306224521249532700e-02,1.090938150882720947e-01,-2.061706036329269409e-02,7.916282117366790771e-02,-4.289817065000534058e-02,-6.749363988637924194e-02,-9.589283168315887451e-02,-7.608530670404434204e-02,-7.201923429965972900e-02,4.850685223937034607e-02,1.273009181022644043e-02,-8.506702259182929993e-03,-2.860236763954162598e-01,-1.045567467808723450e-01,2.776062488555908203e-02,1.199123188853263855e-01,-3.225697576999664307e-02,-1.719350367784500122e-01,1.942108571529388428e-01,2.727566845715045929e-02,-7.972732931375503540e-02,1.991634964942932129e-01,4.896271601319313049e-02,1.158574074506759644e-01,6.459625065326690674e-02,-8.965064585208892822e-02,-4.013514891266822815e-02,1.653612554073333740e-01,-4.670488089323043823e-02,-3.151470795273780823e-02,1.824908256530761719e-01
4.083259031176567078e-03,1.524936854839324951e-01,3.614942729473114014e-02,-7.464411109685897827e-02,1.621543243527412415e-02,1.586207374930381775e-02,-2.618625760078430176e-02,-3.911688923835754395e-02,-2.060746029019355774e-02,3.053220175206661224e-02,5.820947885513305664e-02,-5.196043103933334351e-02,9.841482341289520264e-02,-1.034971997141838074e-01,1.149588972330093384e-01,-4.202940687537193298e-02,-1.426634192466735840e-01,-2.385754138231277466e-02,-3.013839386403560638e-02,6.137849763035774231e-02,-2.042023837566375732e-02,-2.154887169599533081e-01,-4.473727196455001831e-02,1.100872755050659180e-01,1.496293842792510986e-01,-3.050561994314193726e-02,-1.176783591508865356e-01,1.512589156627655029e-01,4.928598925471305847e-02,5.085874721407890320e-02,2.487408518791198730e-01,1.989058777689933777e-02,-3.490597009658813477e-03,2.074801549315452576e-02,-1.454704105854034424e-01,-2.621701732277870178e-02,1.289394199848175049e-01,-1.532382071018218994e-01,3.197729587554931641e-02,1.622171998023986816e-01
6.226019188761711121e-02,1.002524793148040771e-01,3.534244745969772339e-02,-5.379625409841537476e-02,3.134342283010482788e-02,3.982867114245891571e-03,-5.231100320816040039e-02,-6.586420536041259766e-02,-4.971666261553764343e-02,6.244185566902160645e-02,8.082894980907440186e-02,1.010246500372886658e-01,2.863243222236633301e-03,-4.616152122616767883e-02,7.164972275495529175e-02,-1.716081202030181885e-01,-1.783335655927658081e-01,-1.224292963743209839e-01,4.421468824148178101e-03,8.905066549777984619e-02,3.216464072465896606e-02,-1.749359071254730225e-01,5.768281593918800354e-02,8.947249501943588257e-02,1.710736006498336792e-01,5.046265572309494019e-02,-1.831337064504623413e-01,1.585807204246520996e-01,9.809927642345428467e-02,-1.140684336423873901e-01,1.639085263013839722e-01,3.985189646482467651e-02,1.255380809307098389e-01,4.814060404896736145e-03,-2.751677483320236206e-02,-8.548592031002044678e-02,1.173877865076065063e-01,-2.273605763912200928e-02,3.000627271831035614e-02,2.334968149662017822e-01
9.857416152954101562e-04,6.861324608325958252e-02,9.721207618713378906e-02,3.042983449995517731e-02,3.408052399754524231e-02,-3.200355544686317444e-02,9.180853515863418579e-02,-7.075779139995574951e-02,-5.272304266691207886e-02,3.916705958545207977e-03,4.594703018665313721e-02,4.343742132186889648e-02,1.168416291475296021e-01,-2.632325887680053711e-02,3.121317364275455475e-02,-1.020423099398612976e-01,-1.433225572109222412e-01,-2.032894082367420197e-02,3.667969256639480591e-03,5.738984420895576477e-02,-2.146569080650806427e-02,-2.883913516998291016e-01,-5.217070877552032471e-02,1.459938883781433105e-01,1.513097286224365234e-01,3.936756029725074768e-02,-1.285454630851745605e-01,1.399679780006408691e-01,2.034739218652248383e-02,-7.231527939438819885e-03,2.260400205850601196e-01,9.290952980518341064e-02,-3.679583221673965454e-02,-6.319722160696983337e-04,-1.105311959981918335e-01,-4.359717667102813721e-02,1.717331111431121826e-01,-5.734415352344512939e-02,1.482788473367691040e-02,7.194860279560089111e-02
1.025796681642532349e-01,8.016389608383178711e-02,5.652622878551483154e-02,2.796893194317817688e-02,5.335400253534317017e-02,8.617785759270191193e-03,-4.151862114667892456e-03,-4.367815703153610229e-02,-5.639299750328063965e-02,-8.462330326437950134e-03,-2.078910917043685913e-02,-3.983057290315628052e-02,1.045527160167694092e-01,-2.191630378365516663e-02,4.203024879097938538e-02,3.413615375757217407e-02,-1.090165227651596069e-01,-1.027049571275711060e-01,-3.437593951821327209e-02,-4.312926530838012695e-02,7.929932326078414917e-02,-1.055048108100891113e-01,5.719265341758728027e-02,-2.555828541517257690e-03,9.590746462345123291e-02,1.357599161565303802e-03,-1.125338152050971985e-01,1.309528946876525879e-01,1.191134303808212280e-01,3.724714368581771851e-02,1.093272939324378967e-01,1.103430837392807007e-01,6.930434703826904297e-02,1.331212818622589111e-01,-2.287039458751678467e-01,8.975131809711456299e-02,-2.383613586425781250e-02,-5.900885164737701416e-02,1.080858707427978516e-02,2.126740217208862305e-01
9.584508836269378662e-03,2.663356065750122070e-01,7.384792715311050415e-02,-4.766396805644035339e-02,-7.117599248886108398e-02,2.017492055892944336e-01,5.325999855995178223e-02,6.736699491739273071e-03,-1.486720293760299683e-01,1.422034502029418945e-01,1.494471728801727295e-02,1.799406856298446655e-01,1.117101684212684631e-02,-2.087235152721405029e-01,1.948839426040649414e-01,-2.223511040210723877e-01,-1.899988055229187012e-01,-1.662694066762924194e-01,-5.404381826519966125e-02,2.155094146728515625e-01,-1.500067412853240967e-01,-9.175348281860351562e-02,-1.393593847751617432e-02,1.960761696100234985e-01,1.803148537874221802e-01,1.784843802452087402e-01,-9.836941957473754883e-02,6.991660594940185547e-02,-1.468795090913772583e-01,1.342725157737731934e-01,9.715296328067779541e-02,1.044399738311767578e-01,1.653726696968078613e-01,-1.890288144350051880e-01,-1.453846991062164307e-01,9.116068482398986816e-02,2.081487178802490234e-01,-1.582761853933334351e-01,-5.292903631925582886e-02,8.146919310092926025e-03
-9.928797185420989990e-02,1.133439242839813232e-01,-3.973853588104248047e-02,-1.925043202936649323e-02,-1.615845412015914917e-02,7.820100337266921997e-02,1.028872728347778320e-01,-3.576610609889030457e-02,-1.391994580626487732e-02,-4.534485936164855957e-02,3.387832641601562500e-02,-4.809595644474029541e-02,1.697593629360198975e-01,-8.714713901281356812e-02,1.044530421495437622e-01,-7.853706181049346924e-02,-1.045150607824325562e-01,-8.903102576732635498e-02,-7.867187261581420898e-02,3.417025506496429443e-02,-9.032078087329864502e-03,-1.990286409854888916e-01,5.743521824479103088e-02,7.595703005790710449e-02,1.076522767543792725e-01,-1.648106612265110016e-03,-2.227762937545776367e-01,3.691957890987396240e-02,2.557784318923950195e-05,1.136843115091323853e-03,1.576966047286987305e-01,4.721915721893310547e-02,1.412140391767024994e-02,2.664279192686080933e-02,-1.512474715709686279e-01,1.837151870131492615e-02,2.050305306911468506e-01,-4.060164093971252441e-03,-2.309559658169746399e-02,1.586648970842361450e-01
8.706690371036529541e-02,9.350585937500000000e-02,1.085970252752304077e-01,9.931569918990135193e-03,1.244460567831993103e-01,5.624117329716682434e-04,1.055266708135604858e-01,-5.036054924130439758e-02,-1.303097605705261230e-01,8.733831346035003662e-03,1.038574874401092529e-01,-2.501761168241500854e-02,6.121522933244705200e-02,-9.497908502817153931e-02,1.513866782188415527e-01,5.006439238786697388e-02,-1.542613953351974487e-01,-3.034870699048042297e-02,-1.038056313991546631e-01,3.211736679077148438e-03,-1.455287486314773560e-01,-2.720813751220703125e-01,-4.762450978159904480e-02,2.425391972064971924e-02,8.436039090156555176e-02,1.840576715767383575e-02,-8.635704964399337769e-02,7.694084942340850830e-02,1.283070724457502365e-02,-1.040208153426647186e-02,1.692909449338912964e-01,4.354931414127349854e-02,1.649826392531394958e-02,4.815013147890567780e-03,-9.450639784336090088e-02,-3.788586705923080444e-02,4.204160720109939575e-02,1.176876574754714966e-02,-1.236206479370594025e-02,6.670352071523666382e-02
